0.531250,6501,691,1681,41.11,131,431,30.39,548,826,66.34,2061,64.41,403,820,1223,38.22,401,543,219,110,729,6500,658,1618,40.67,162,494,32.79,592,892,66.37,2070,64.69,294,717,1011,31.59,375,452,253,140,673,
0.843750,6400,794,1781,44.58,172,539,31.91,515,709,72.64,2275,71.09,333,733,1066,33.31,449,348,221,143,598,6400,669,1659,40.33,170,476,35.71,441,621,71.01,1949,60.91,336,751,1087,33.97,344,507,163,85,612,
0.400000,6075,645,1599,40.34,152,487,31.21,392,547,71.66,1834,61.13,330,644,974,32.47,329,402,200,90,454,6075,732,1614,45.35,162,465,34.84,309,461,67.03,1935,64.50,326,698,1024,34.13,350,431,205,114,525,
0.266667,6032,670,1576,42.51,185,501,36.93,503,720,69.86,2028,67.60,296,723,1019,33.97,363,402,141,81,597,6050,751,1703,44.10,229,648,35.34,463,663,69.83,2194,73.13,338,723,1061,35.37,453,359,157,102,593,
0.466667,6025,695,1564,44.44,130,399,32.58,369,551,66.97,1889,62.97,327,684,1011,33.70,393,420,204,99,494,6025,689,1591,43.31,224,613,36.54,374,550,68.00,1976,65.87,318,645,963,32.10,445,392,214,96,520,
0.718750,6450,792,1828,43.33,177,557,31.78,488,723,67.50,2249,70.28,392,749,1141,35.66,413,391,275,86,597,6450,713,1674,42.59,189,591,31.98,449,636,70.60,2064,64.50,322,775,1097,34.28,404,505,187,108,617,
0.764706,6825,805,1825,44.11,200,573,34.90,549,817,67.20,2359,69.38,391,815,1206,35.47,462,405,241,72,606,6825,745,1782,41.81,168,543,30.94,423,627,67.46,2081,61.21,335,775,1110,32.65,324,487,174,136,667,
0.454545,6650,768,1745,44.01,217,547,39.67,441,654,67.43,2194,66.48,320,749,1069,32.39,471,416,223,94,626,6650,725,1682,43.10,233,625,37.28,486,700,69.43,2169,65.73,314,766,1080,32.73,394,463,187,122,600,
0.516129,6425,799,1866,42.82,169,643,26.28,433,712,60.81,2200,70.97,409,760,1169,37.71,433,448,250,136,589,6425,776,1869,41.52,230,659,34.90,437,658,66.41,2219,71.58,456,824,1280,41.29,449,512,201,138,622,
0.612903,6248,756,1807,41.84,201,646,31.11,563,768,73.31,2276,73.42,413,814,1227,39.58,409,414,183,126,564,6250,785,1891,41.51,212,690,30.72,423,606,69.80,2205,71.13,399,749,1148,37.03,424,383,183,117,644,
0.687500,6476,807,1867,43.22,192,579,33.16,452,654,69.11,2258,70.56,431,741,1172,36.62,442,431,238,163,585,6475,749,1776,42.17,205,560,36.61,415,603,68.82,2118,66.19,389,735,1124,35.12,357,478,210,112,570,
0.882353,6800,934,1857,50.30,210,570,36.84,557,792,70.33,2635,77.50,413,828,1241,36.50,531,498,340,189,580,6800,721,1867,38.62,184,554,33.21,430,612,70.26,2056,60.47,407,629,1036,30.47,375,587,224,93,639,
0.437500,6475,829,1859,44.59,201,579,34.72,532,782,68.03,2391,74.72,351,752,1103,34.47,440,439,232,130,598,6475,825,1910,43.19,233,626,37.22,483,668,72.31,2366,73.94,396,791,1187,37.09,415,469,212,148,654,
0.137931,5800,639,1677,38.10,151,485,31.13,431,642,67.13,1860,64.14,380,661,1041,35.90,313,454,205,97,558,5800,774,1649,46.94,194,517,37.52,473,659,71.78,2215,76.38,325,761,1086,37.45,485,411,210,132,542,
0.741935,6325,772,1819,42.44,144,468,30.77,567,785,72.23,2255,72.74,402,764,1166,37.61,367,386,223,145,593,6325,701,1766,39.69,168,556,30.22,442,632,69.94,2012,64.90,393,743,1136,36.65,387,492,156,134,662,
0.516129,6350,745,1681,44.32,194,542,35.79,545,744,73.25,2229,71.90,302,760,1062,34.26,384,436,186,78,595,6350,787,1800,43.72,180,574,31.36,479,689,69.52,2233,72.03,350,717,1067,34.42,395,399,181,108,621,
0.718750,6426,890,1984,44.86,207,622,33.28,443,634,69.87,2430,75.94,431,686,1117,34.91,483,355,258,159,525,6425,856,1813,47.21,169,473,35.73,360,547,65.81,2241,70.03,371,759,1130,35.31,422,498,157,80,589,
0.214286,5650,596,1440,41.39,183,577,31.72,376,502,74.90,1751,62.54,263,590,853,30.46,376,420,147,54,535,5650,705,1481,47.60,200,519,38.54,421,580,72.59,2031,72.54,276,641,917,32.75,400,350,199,92,481,
0.344828,5900,693,1596,43.42,192,519,36.99,377,550,68.55,1955,67.41,320,676,996,34.34,384,434,181,59,540,5900,718,1602,44.82,204,571,35.73,429,589,72.84,2069,71.34,280,677,957,33.00,424,369,202,92,532,
0.606061,6675,826,1865,44.29,153,484,31.61,508,745,68.19,2313,70.09,406,866,1272,38.55,396,450,205,149,595,6675,801,1901,42.14,194,538,36.06,386,587,65.76,2182,66.12,346,757,1103,33.42,408,418,209,112,644,
0.343750,6475,751,1789,41.98,156,500,31.20,624,933,66.88,2282,71.31,431,783,1214,37.94,358,561,239,99,740,6474,772,1824,42.32,240,695,34.53,628,875,71.77,2412,75.38,420,768,1188,37.12,477,521,254,109,728,
0.400000,6000,756,1718,44.00,164,487,33.68,435,652,66.72,2111,70.37,420,747,1167,38.90,415,471,187,140,517,5998,787,1803,43.65,208,604,34.44,411,604,68.05,2193,73.10,374,660,1034,34.47,470,352,244,114,540,
0.468750,6300,804,1811,44.40,200,540,37.04,442,673,65.68,2250,72.58,378,815,1193,38.48,442,437,162,155,490,6300,801,1916,41.81,206,612,33.66,366,509,71.91,2174,70.13,373,755,1128,36.39,385,394,231,95,573,
0.419355,6250,690,1632,42.28,158,544,29.04,371,558,66.49,1909,61.58,359,719,1078,34.77,299,439,166,122,530,6250,740,1725,42.90,219,620,35.32,383,572,66.96,2082,67.16,378,690,1068,34.45,403,354,193,78,520,
0.500000,6001,651,1588,40.99,229,615,37.24,406,611,66.45,1937,64.57,371,634,1005,33.50,321,427,246,85,654,6000,600,1410,42.55,159,453,35.10,565,774,73.00,1924,64.13,302,671,973,32.43,301,459,175,99,562,
0.774194,6225,856,1842,46.47,239,635,37.64,608,810,75.06,2559,82.55,416,795,1211,39.06,430,429,241,121,694,6225,713,1752,40.70,228,675,33.78,605,858,70.51,2259,72.87,373,677,1050,33.87,432,471,205,136,654,
0.468750,6450,732,1758,41.64,227,760,29.87,368,509,72.30,2059,64.34,320,670,990,30.94,456,326,223,68,468,6450,752,1698,44.29,177,553,32.01,289,428,67.52,1970,61.56,349,764,1113,34.78,430,452,165,97,513,
0.666667,6075,766,1721,44.51,243,685,35.47,524,720,72.78,2299,76.63,356,728,1084,36.13,390,364,195,92,589,6075,722,1636,44.13,188,518,36.29,494,681,72.54,2126,70.87,290,706,996,33.20,323,410,190,111,597,
0.071429,5600,645,1698,37.99,134,482,27.80,369,544,67.83,1793,64.04,359,687,1046,37.36,273,437,157,115,556,5600,786,1729,45.46,175,515,33.98,473,683,69.25,2220,79.29,362,783,1145,40.89,433,344,237,109,502,
0.633333,6050,740,1683,43.97,190,523,36.33,451,593,76.05,2121,70.70,342,687,1029,34.30,352,347,199,50,499,6050,727,1618,44.93,169,595,28.40,360,529,68.05,1983,66.10,300,668,968,32.27,350,405,165,104,550,
0.218750,6450,710,1736,40.90,194,585,33.16,393,545,72.11,2007,62.72,399,757,1156,36.12,380,517,187,97,602,6450,778,1788,43.51,222,609,36.45,434,628,69.11,2212,69.12,355,710,1065,33.28,433,392,260,129,536,
0.705882,6875,909,1779,51.10,195,497,39.24,526,742,70.89,2539,74.68,330,787,1117,32.85,521,480,301,155,540,6875,826,1917,43.09,249,691,36.03,385,561,68.63,2286,67.24,390,670,1060,31.18,465,498,219,93,626,
0.586207,5851,607,1485,40.88,145,444,32.66,338,499,67.74,1697,58.52,328,481,809,27.90,300,332,239,71,440,5850,621,1300,47.77,149,390,38.21,300,465,64.52,1691,58.31,292,620,912,31.45,328,496,141,86,489,
0.290323,6249,761,1707,44.58,161,423,38.06,464,662,70.09,2147,69.26,382,754,1136,36.65,409,447,134,89,551,6251,796,1817,43.81,218,617,35.33,413,594,69.53,2223,71.71,352,656,1008,32.52,480,340,222,118,591,
0.617647,6900,862,1900,45.37,225,663,33.94,473,672,70.39,2422,71.24,393,799,1192,35.06,432,441,218,100,580,6900,843,1892,44.56,198,598,33.11,385,566,68.02,2269,66.74,356,754,1110,32.65,395,471,190,95,633,
0.343750,6450,680,1652,41.16,220,616,35.71,416,584,71.23,1996,62.38,299,673,972,30.38,367,429,213,96,585,6450,724,1592,45.48,190,506,37.55,481,702,68.52,2119,66.22,304,756,1060,33.12,376,432,222,114,560,
0.709677,6225,762,1675,45.49,180,537,33.52,419,649,64.56,2123,68.48,395,784,1179,38.03,431,520,260,196,553,6225,639,1709,37.39,200,608,32.89,387,579,66.84,1865,60.16,379,627,1006,32.45,301,498,249,73,576,
0.354839,6325,681,1603,42.48,184,534,34.46,395,571,69.18,1941,62.61,304,793,1097,35.39,447,458,109,81,590,6327,732,1709,42.83,169,477,35.43,450,664,67.77,2083,67.19,294,703,997,32.16,387,297,245,90,534,
0.718750,6475,897,1884,47.61,209,559,37.39,552,805,68.57,2555,79.84,398,862,1260,39.38,514,408,203,255,582,6475,768,1957,39.24,171,551,31.03,472,679,69.51,2179,68.09,429,728,1157,36.16,382,436,199,87,646,
0.454545,6600,750,1763,42.54,215,675,31.85,473,698,67.77,2188,66.30,343,761,1104,33.45,466,462,261,143,555,6599,771,1810,42.60,247,664,37.20,418,618,67.64,2207,66.88,371,785,1156,35.03,451,467,219,110,598,
0.281250,6450,760,1837,41.37,229,716,31.98,392,605,64.79,2141,66.91,329,731,1060,33.12,401,422,192,64,599,6450,846,1842,45.93,211,596,35.40,432,649,66.56,2335,72.97,378,855,1233,38.53,441,453,193,130,614,
0.606061,6675,765,1759,43.49,308,858,35.90,449,629,71.38,2287,69.30,336,719,1055,31.97,551,362,216,131,626,6675,725,1723,42.08,207,660,31.36,505,699,72.25,2162,65.52,375,763,1138,34.48,485,430,185,112,626,
0.625000,6475,850,1900,44.74,257,758,33.91,486,691,70.33,2443,76.34,463,717,1180,36.88,498,438,249,134,644,6475,760,1782,42.65,197,575,34.26,510,729,69.96,2227,69.59,425,703,1128,35.25,427,491,209,67,631,
0.531250,6400,791,1794,44.09,175,500,35.00,435,615,70.73,2192,68.50,386,740,1126,35.19,429,410,249,127,583,6400,736,1734,42.45,181,570,31.75,420,633,66.35,2073,64.78,384,718,1102,34.44,358,446,186,131,533,
0.625000,6425,906,1916,47.29,235,632,37.18,355,545,65.14,2402,75.06,365,795,1160,36.25,410,395,227,111,517,6426,828,1914,43.26,254,712,35.67,384,565,67.96,2294,71.69,392,755,1147,35.84,436,428,175,80,531,
0.531250,6525,786,1727,45.51,200,547,36.56,548,790,69.37,2320,72.50,347,745,1092,34.12,429,458,189,107,547,6526,828,1864,44.42,226,613,36.87,435,620,70.16,2317,72.41,391,738,1129,35.28,437,432,233,126,667,
0.366667,6099,778,1692,45.98,128,436,29.36,435,684,63.60,2119,70.63,349,770,1119,37.30,342,542,251,96,681,6098,766,1788,42.84,181,588,30.78,547,844,64.81,2260,75.33,419,694,1113,37.10,405,449,223,113,570,
0.133333,6050,684,1656,41.30,150,464,32.33,375,544,68.93,1893,63.10,251,667,918,30.60,332,341,179,90,564,6050,758,1713,44.25,219,597,36.68,480,681,70.48,2215,73.83,400,805,1205,40.17,419,381,164,143,492,
0.764706,6825,879,1960,44.85,157,497,31.59,381,591,64.47,2296,67.53,517,815,1332,39.18,527,435,266,100,533,6825,703,1754,40.08,182,607,29.98,355,535,66.36,1943,57.15,342,692,1034,30.41,375,486,217,121,582,
0.558824,6850,933,2222,41.99,283,794,35.64,525,736,71.33,2674,78.65,432,724,1156,34.00,428,309,323,102,633,6850,897,1948,46.05,193,577,33.45,548,772,70.98,2535,74.56,452,978,1430,42.06,452,575,156,115,624,
0.852941,6800,902,2048,44.04,257,672,38.24,592,776,76.29,2653,78.03,497,831,1328,39.06,474,378,236,143,630,6800,762,1886,40.40,131,465,28.17,445,650,68.46,2100,61.76,401,726,1127,33.15,375,506,180,132,675,
0.290323,6200,722,1741,41.47,207,620,33.39,400,620,64.52,2051,66.16,391,744,1135,36.61,393,492,159,151,633,6200,788,1809,43.56,137,452,30.31,502,754,66.58,2215,71.45,421,755,1176,37.94,358,388,261,133,578,
0.225806,6350,685,1751,39.12,174,594,29.29,421,602,69.93,1965,63.39,400,678,1078,34.77,361,411,156,73,649,6350,756,1679,45.03,207,565,36.64,532,754,70.56,2251,72.61,346,759,1105,35.65,407,362,199,103,578,
0.433333,6025,676,1620,41.73,195,554,35.20,505,706,71.53,2052,68.40,325,749,1074,35.80,347,433,148,154,631,6026,720,1698,42.40,155,463,33.48,464,711,65.26,2059,68.63,356,711,1067,35.57,378,376,200,95,605,
0.848485,6650,805,1843,43.68,193,574,33.62,349,510,68.43,2152,65.21,370,859,1229,37.24,491,347,156,98,490,6650,677,1796,37.69,162,576,28.12,341,487,70.02,1857,56.27,330,752,1082,32.79,323,376,174,100,544,
0.333333,6604,774,1931,40.08,265,863,30.71,428,686,62.39,2241,67.91,403,821,1224,37.09,410,501,219,164,570,6625,826,1985,41.61,252,740,34.05,472,660,71.52,2376,72.00,444,900,1344,40.73,449,498,248,112,604,
0.515152,6622,743,1727,43.02,134,395,33.92,401,624,64.26,2021,61.24,392,704,1096,33.21,344,423,227,114,593,6624,668,1575,42.41,191,520,36.73,469,721,65.05,1996,60.48,332,728,1060,32.12,357,465,195,114,527,
0.676471,6875,851,1953,43.57,310,860,36.05,455,669,68.01,2467,72.56,373,966,1339,39.38,435,438,190,260,484,6875,814,2107,38.63,216,669,32.29,349,528,66.10,2193,64.50,417,839,1256,36.94,393,384,230,103,592,
0.181818,6701,693,1781,38.91,211,669,31.54,422,655,64.43,2019,61.18,292,713,1005,30.45,379,473,218,48,668,6701,857,1778,48.20,179,498,35.94,489,743,65.81,2382,72.18,356,921,1277,38.70,450,516,224,139,621,
